caves;stalagmite;latitude;longitude;depth;age;O18;O18_error;C13;C13_error;
Jaragua Cave;JAR7;-21.83;-56.583;844.8;11.738;-6.5;-;-2.6;-;120
Jaragua Cave;JAR7;-21.83;-56.583;845.4;11.743;-6.5;-;-2.8;-;120
Jaragua Cave;JAR7;-21.83;-56.583;846;11.749;-7.5;-;-3;-;100
Jaragua Cave;JAR7;-21.83;-56.583;846.6;11.754;-6.9;-;-2.9;-;120
Jaragua Cave;JAR7;-21.83;-56.583;847.2;11.759;-6.3;-;-3;-;120
Jaragua Cave;JAR7;-21.83;-56.583;847.8;11.764;-6.2;-;-2.5;-;120
Jaragua Cave;JAR7;-21.83;-56.583;848.4;11.769;-6;-;-2.4;-;120
Jaragua Cave;JAR7;-21.83;-56.583;849;11.774;-5.9;-;-2.3;-;120
Jaragua Cave;JAR7;-21.83;-56.583;849.6;11.779;-6.2;-;-2.5;-;120
Jaragua Cave;JAR7;-21.83;-56.583;850.2;11.784;-6.5;-;-2.7;-;120
Jaragua Cave;JAR7;-21.83;-56.583;850.8;11.789;-6.6;-;-2.9;-;120
Jaragua Cave;JAR7;-21.83;-56.583;851.4;11.794;-6.7;-;-2.7;-;120
Jaragua Cave;JAR7;-21.83;-56.583;852;11.799;-6.6;-;-2.6;-;120
Jaragua Cave;JAR7;-21.83;-56.583;852.6;11.804;-7;-;-2.5;-;120
Jaragua Cave;JAR7;-21.83;-56.583;853.2;11.81;-6.4;-;-2.2;-;100
Jaragua Cave;JAR7;-21.83;-56.583;853.8;11.815;-7.2;-;-2.4;-;120
Jaragua Cave;JAR7;-21.83;-56.583;854.4;11.82;-6.6;-;-2.3;-;120
Jaragua Cave;JAR7;-21.83;-56.583;855;11.825;-6.8;-;-2.6;-;120
Jaragua Cave;JAR7;-21.83;-56.583;855.6;11.83;-6.5;-;-2.5;-;120
Jaragua Cave;JAR7;-21.83;-56.583;856.2;11.835;-6.6;-;-1.5;-;120
Jaragua Cave;JAR7;-21.83;-56.583;856.8;11.84;-6.2;-;-1.8;-;120
Jaragua Cave;JAR7;-21.83;-56.583;857.4;11.845;-7.3;-;-2.6;-;120
Jaragua Cave;JAR7;-21.83;-56.583;858;11.85;-7.5;-;-2.7;-;120
Jaragua Cave;JAR7;-21.83;-56.583;858.6;11.855;-6.7;-;-2.5;-;120
Jaragua Cave;JAR7;-21.83;-56.583;859.2;11.86;-6.7;-;-2.9;-;120
Jaragua Cave;JAR7;-21.83;-56.583;859.8;11.865;-6.8;-;-2.9;-;120
Jaragua Cave;JAR7;-21.83;-56.583;860.4;11.871;-7;-;-3.4;-;100
Jaragua Cave;JAR7;-21.83;-56.583;861;11.876;-7.6;-;-3.5;-;120
Jaragua Cave;JAR7;-21.83;-56.583;861.6;11.881;-6.9;-;-3.4;-;120
Jaragua Cave;JAR7;-21.83;-56.583;862.2;11.886;-6.5;-;-3.2;-;120
Jaragua Cave;JAR7;-21.83;-56.583;862.8;11.891;-6.7;-;-2.9;-;120
Jaragua Cave;JAR7;-21.83;-56.583;863.4;11.896;-7.1;-;-2.7;-;120
Jaragua Cave;JAR7;-21.83;-56.583;864;11.901;-7;-;-3;-;120
Jaragua Cave;JAR7;-21.83;-56.583;864.6;11.907;-6.9;-;-3;-;100
Jaragua Cave;JAR7;-21.83;-56.583;865.2;11.912;-7.3;-;-3.1;-;120
Jaragua Cave;JAR7;-21.83;-56.583;865.8;11.918;-7.2;-;-3.1;-;100
Jaragua Cave;JAR7;-21.83;-56.583;866.4;11.923;-6.5;-;-3.1;-;120
Jaragua Cave;JAR7;-21.83;-56.583;867;11.929;-6.1;-;-2.8;-;100
Jaragua Cave;JAR7;-21.83;-56.583;867.6;11.934;-6.2;-;-2.2;-;120
Jaragua Cave;JAR7;-21.83;-56.583;868.2;11.94;-5.9;-;-1.7;-;100
Jaragua Cave;JAR7;-21.83;-56.583;868.8;11.945;-6.2;-;-1.9;-;120
Jaragua Cave;JAR7;-21.83;-56.583;869.4;11.951;-5.8;-;-2.7;-;100
Jaragua Cave;JAR7;-21.83;-56.583;870;11.956;-6;-;-3.1;-;120
Jaragua Cave;JAR7;-21.83;-56.583;870.6;11.962;-6.2;-;-3.1;-;100
Jaragua Cave;JAR7;-21.83;-56.583;871.2;11.967;-6.2;-;-3.1;-;120
Jaragua Cave;JAR7;-21.83;-56.583;871.8;11.973;-6.3;-;-3.1;-;100
Jaragua Cave;JAR7;-21.83;-56.583;872.4;11.978;-6.7;-;-3;-;120
Jaragua Cave;JAR7;-21.83;-56.583;873;11.984;-6.7;-;-2.9;-;100
Jaragua Cave;JAR7;-21.83;-56.583;873.6;11.989;-6.4;-;-3;-;120
Jaragua Cave;JAR7;-21.83;-56.583;874.2;12.002;-6.8;-;-3.1;-;46.15
Jaragua Cave;JAR7;-21.83;-56.583;874.8;12.014;-6.9;-;-2.8;-;50
Jaragua Cave;JAR7;-21.83;-56.583;875.4;12.027;-6;-;-1.4;-;46.15
Jaragua Cave;JAR7;-21.83;-56.583;876;12.039;-5.6;-;-1.2;-;50
Jaragua Cave;JAR7;-21.83;-56.583;876.6;12.052;-5.4;-;-1.9;-;46.15
Jaragua Cave;JAR7;-21.83;-56.583;877.2;12.064;-5.6;-;-0.3;-;50
Jaragua Cave;JAR7;-21.83;-56.583;877.8;12.077;-5.7;-;-0.9;-;46.15
Jaragua Cave;JAR7;-21.83;-56.583;878.4;12.089;-5;-;-1;-;50
Jaragua Cave;JAR7;-21.83;-56.583;879;12.102;-5.3;-;-1;-;46.15
Jaragua Cave;JAR7;-21.83;-56.583;879.6;12.114;-5.1;-;-0.6;-;50
Jaragua Cave;JAR7;-21.83;-56.583;880.2;12.127;-5.3;-;-0.7;-;46.15
Jaragua Cave;JAR7;-21.83;-56.583;880.8;12.139;-5.5;-;-0.8;-;50
Jaragua Cave;JAR7;-21.83;-56.583;881.4;12.231;-5.7;-;-0.9;-;6.52
Jaragua Cave;JAR7;-21.83;-56.583;882;12.323;-6.5;-;-0.6;-;6.52
Jaragua Cave;JAR7;-21.83;-56.583;882.6;12.416;-6.6;-;-1.1;-;6.45
Jaragua Cave;JAR7;-21.83;-56.583;883.2;12.508;-6.3;-;-1;-;6.52
Jaragua Cave;JAR7;-21.83;-56.583;883.8;12.6;-6.1;-;-1;-;6.52
Jaragua Cave;JAR7;-21.83;-56.583;884.4;12.602;-6;-;-1.4;-;300
Jaragua Cave;JAR7;-21.83;-56.583;885;12.604;-5.6;-;-1.2;-;300
Jaragua Cave;JAR7;-21.83;-56.583;885.6;12.606;-5.7;-;-0.8;-;300
Jaragua Cave;JAR7;-21.83;-56.583;886.2;12.607;-6.9;-;-1;-;600
Jaragua Cave;JAR7;-21.83;-56.583;886.8;12.609;-6.3;-;-0.9;-;300
Jaragua Cave;JAR7;-21.83;-56.583;887.4;12.611;-6.7;-;-1.2;-;300
Jaragua Cave;JAR7;-21.83;-56.583;888;12.613;-6.6;-;-1.2;-;300
Jaragua Cave;JAR7;-21.83;-56.583;888.6;12.615;-6.7;-;-1.2;-;300
Jaragua Cave;JAR7;-21.83;-56.583;889.8;12.618;-6.3;-;-1.5;-;400
Jaragua Cave;JAR7;-21.83;-56.583;890.4;12.62;-5.8;-;-1.2;-;300
Jaragua Cave;JAR7;-21.83;-56.583;891;12.622;-5.8;-;-0.4;-;300
Jaragua Cave;JAR7;-21.83;-56.583;891.6;12.624;-4.8;-;0.9;-;300
Jaragua Cave;JAR7;-21.83;-56.583;892.2;12.626;-5.1;-;0.4;-;300
Jaragua Cave;JAR7;-21.83;-56.583;892.8;12.628;-5.6;-;0.1;-;300
Jaragua Cave;JAR7;-21.83;-56.583;893.4;12.63;-5.5;-;0;-;300
Jaragua Cave;JAR7;-21.83;-56.583;894;12.631;-5.8;-;-0.7;-;600
Jaragua Cave;JAR7;-21.83;-56.583;894.6;12.633;-5.9;-;-0.4;-;300
Jaragua Cave;JAR7;-21.83;-56.583;895.2;12.635;-6;-;-0.2;-;300
Jaragua Cave;JAR7;-21.83;-56.583;895.8;12.637;-6.3;-;-0.7;-;300
Jaragua Cave;JAR7;-21.83;-56.583;896.4;12.639;-5.8;-;-0.6;-;300
Jaragua Cave;JAR7;-21.83;-56.583;897;12.641;-6.2;-;-0.7;-;300
Jaragua Cave;JAR7;-21.83;-56.583;897.6;12.642;-6.1;-;-0.5;-;600
Jaragua Cave;JAR7;-21.83;-56.583;898.2;12.644;-5.9;-;-0.4;-;300
Jaragua Cave;JAR7;-21.83;-56.583;898.8;12.646;-5.9;-;-0.5;-;300
Jaragua Cave;JAR7;-21.83;-56.583;899.4;12.648;-5.3;-;-0.1;-;300
Jaragua Cave;JAR7;-21.83;-56.583;900;12.65;-5.7;-;-0.2;-;300
Jaragua Cave;JAR7;-21.83;-56.583;900.6;12.652;-6.3;-;-0.5;-;300
Jaragua Cave;JAR7;-21.83;-56.583;901.2;12.653;-5.9;-;-0.8;-;600
Jaragua Cave;JAR7;-21.83;-56.583;901.8;12.655;-5.5;-;-0.2;-;300
Jaragua Cave;JAR7;-21.83;-56.583;902.4;12.657;-5.8;-;0.1;-;300
Jaragua Cave;JAR7;-21.83;-56.583;903;12.659;-5.5;-;0.1;-;300
Jaragua Cave;JAR7;-21.83;-56.583;903.6;12.666;-5.4;-;0.2;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;904.2;12.673;-5.1;-;0.6;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;904.8;12.679;-5.2;-;0.5;-;100
Jaragua Cave;JAR7;-21.83;-56.583;905.4;12.686;-5.5;-;0.4;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;906;12.693;-5.8;-;0.5;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;906.6;12.7;-5.5;-;0.5;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;907.2;12.706;-6.1;-;0.2;-;100
Jaragua Cave;JAR7;-21.83;-56.583;907.8;12.713;-5.2;-;0.3;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;908.4;12.72;-5.1;-;0.5;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;909;12.727;-5.6;-;0.2;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;909.6;12.734;-5.7;-;-0.2;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;910.2;12.74;-5.8;-;-0.1;-;100
Jaragua Cave;JAR7;-21.83;-56.583;910.8;12.747;-6.4;-;-0.3;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;911.4;12.754;-6.8;-;-0.3;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;912;12.761;-5.9;-;-0.3;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;912.6;12.768;-5.9;-;-0.1;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;913.2;12.774;-6.1;-;0.3;-;100
Jaragua Cave;JAR7;-21.83;-56.583;913.8;12.781;-6.4;-;0;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;914.4;12.788;-6.3;-;-0.3;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;915;12.795;-5.7;-;-0.2;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;915.6;12.801;-5.3;-;0.5;-;100
Jaragua Cave;JAR7;-21.83;-56.583;916.2;12.808;-5;-;0.8;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;916.8;12.815;-5.6;-;0.3;-;85.71
Jaragua Cave;JAR7;-21.83;-56.583;917.4;12.832;-5.7;-;0.3;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;918;12.848;-6.5;-;-0.4;-;37.5
Jaragua Cave;JAR7;-21.83;-56.583;918.6;12.865;-6.5;-;-0.2;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;919.2;12.882;-6.5;-;-0.4;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;919.8;12.898;-6.1;-;-0.5;-;37.5
Jaragua Cave;JAR7;-21.83;-56.583;920.4;12.915;-6.2;-;-0.2;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;921;12.932;-6.1;-;0.2;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;921.6;12.948;-5.2;-;0.5;-;37.5
Jaragua Cave;JAR7;-21.83;-56.583;922.2;12.965;-5.2;-;0.7;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;922.8;12.982;-4.6;-;0.5;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;923.4;12.998;-4.8;-;0;-;37.5
Jaragua Cave;JAR7;-21.83;-56.583;924;13.015;-4.8;-;0.5;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;925.8;13.065;-5.2;-;0.2;-;36
Jaragua Cave;JAR7;-21.83;-56.583;926.4;13.082;-4.9;-;0.3;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;927;13.098;-4.7;-;-0.3;-;37.5
Jaragua Cave;JAR7;-21.83;-56.583;927.6;13.115;-4.2;-;-0.6;-;35.29
Jaragua Cave;JAR7;-21.83;-56.583;928.2;13.126;-4.9;-;-0.8;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;928.8;13.137;-4.7;-;-0.8;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;929.4;13.148;-4.2;-;-1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;930;13.159;-5.2;-;-1.3;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;930.6;13.17;-5.8;-;-1.5;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;931.2;13.181;-5;-;-1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;931.8;13.192;-5.3;-;-1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;933.6;13.225;-5.1;-;-1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;934.2;13.236;-4.9;-;-0.9;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;934.8;13.247;-5.3;-;-0.8;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;935.4;13.258;-5.5;-;-0.9;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;936;13.269;-4.4;-;-0.7;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;936.6;13.28;-5.4;-;-0.6;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;937.2;13.291;-5.5;-;-0.2;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;937.8;13.301;-5.6;-;-0.4;-;60
Jaragua Cave;JAR7;-21.83;-56.583;938.4;13.312;-5.5;-;-0.5;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;939;13.323;-4.8;-;0.4;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;939.6;13.334;-5.1;-;0.3;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;940.2;13.345;-5.6;-;-1.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;940.8;13.356;-5;-;-0.8;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;941.4;13.367;-5.1;-;-0.9;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;942;13.378;-5.5;-;-0.9;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;942.6;13.389;-5.1;-;-1.2;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;943.2;13.4;-4.9;-;-1.4;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;943.8;13.411;-5;-;-1.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;944.4;13.422;-4.3;-;0.6;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;945;13.433;-3.9;-;1.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;945.6;13.444;-4.2;-;-0.6;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;946.2;13.455;-4.7;-;-1.4;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;946.8;13.466;-4.8;-;-1.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;947.4;13.477;-4.7;-;-0.8;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;948;13.488;-4.4;-;-0.5;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;948.6;13.499;-5.1;-;-1.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;949.2;13.509;-5;-;-1.3;-;60
Jaragua Cave;JAR7;-21.83;-56.583;949.8;13.52;-4.9;-;-1.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;950.4;13.531;-4.9;-;-1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;951;13.542;-4.9;-;-1.6;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;951.6;13.553;-5.1;-;-1.6;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;952.2;13.564;-5.4;-;-1.5;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;952.8;13.574;-5.7;-;-1.2;-;60
Jaragua Cave;JAR7;-21.83;-56.583;953.4;13.585;-5.5;-;-0.9;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;954;13.596;-5.3;-;-1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;954.6;13.607;-4.7;-;-0.8;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;955.2;13.618;-5.6;-;-0.7;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;955.8;13.629;-5.5;-;-1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;956.4;13.64;-4.7;-;-1.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;957;13.65;-5;-;-1.5;-;60
Jaragua Cave;JAR7;-21.83;-56.583;957.6;13.661;-4.6;-;-1.3;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;958.2;13.672;-5;-;-0.7;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;958.8;13.683;-4.4;-;0.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;959.4;13.694;-4.4;-;0.2;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;960;13.705;-4.5;-;0.4;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;960.6;13.715;-4.3;-;0.4;-;60
Jaragua Cave;JAR7;-21.83;-56.583;961.2;13.726;-4.9;-;0.1;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;961.8;13.737;-5.1;-;-0.4;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;962.4;13.748;-4.9;-;-0.8;-;54.55
Jaragua Cave;JAR7;-21.83;-56.583;963;13.751;-4.7;-;-0.7;-;200
Jaragua Cave;JAR7;-21.83;-56.583;963.6;13.755;-4.3;-;-1;-;150
Jaragua Cave;JAR7;-21.83;-56.583;964.2;13.758;-4.5;-;-0.7;-;200
Jaragua Cave;JAR7;-21.83;-56.583;964.8;13.761;-4.8;-;-1.1;-;200
Jaragua Cave;JAR7;-21.83;-56.583;965.4;13.764;-4.9;-;-0.8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;966;13.768;-4.4;-;-0.3;-;150
Jaragua Cave;JAR7;-21.83;-56.583;966.6;13.771;-4.4;-;0;-;200
Jaragua Cave;JAR7;-21.83;-56.583;967.2;13.774;-4.7;-;-0.9;-;200
Jaragua Cave;JAR7;-21.83;-56.583;967.8;13.778;-4.9;-;-1.3;-;150
Jaragua Cave;JAR7;-21.83;-56.583;968.4;13.781;-5.9;-;-1;-;200
Jaragua Cave;JAR7;-21.83;-56.583;969;13.784;-4.8;-;-1.3;-;200
Jaragua Cave;JAR7;-21.83;-56.583;969.6;13.788;-4.7;-;-0.8;-;150
Jaragua Cave;JAR7;-21.83;-56.583;970.2;13.791;-4.3;-;0.2;-;200
Jaragua Cave;JAR7;-21.83;-56.583;970.8;13.794;-5.5;-;-1.4;-;200
Jaragua Cave;JAR7;-21.83;-56.583;971.4;13.797;-5.2;-;-1.4;-;200
Jaragua Cave;JAR7;-21.83;-56.583;972;13.801;-4.6;-;-0.7;-;150
Jaragua Cave;JAR7;-21.83;-56.583;972.6;13.804;-4.8;-;-0.7;-;200
Jaragua Cave;JAR7;-21.83;-56.583;973.2;13.807;-5.2;-;-1.8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;973.8;13.811;-5.1;-;-1.2;-;150
Jaragua Cave;JAR7;-21.83;-56.583;974.4;13.814;-5.8;-;-1.4;-;200
Jaragua Cave;JAR7;-21.83;-56.583;975;13.817;-5.4;-;-1.6;-;200
Jaragua Cave;JAR7;-21.83;-56.583;975.6;13.82;-4.7;-;-0.8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;976.2;13.824;-5.3;-;-1.3;-;150
Jaragua Cave;JAR7;-21.83;-56.583;976.8;13.827;-5;-;-1;-;200
Jaragua Cave;JAR7;-21.83;-56.583;977.4;13.83;-4.9;-;-0.2;-;200
Jaragua Cave;JAR7;-21.83;-56.583;978.4;13.837;-5.1;-;-0.9;-;142.86
Jaragua Cave;JAR7;-21.83;-56.583;978.9;13.84;-4.8;-;-1.2;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;979.4;13.843;-4.6;-;-1.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;979.9;13.847;-4.7;-;-1.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;980.4;13.85;-4.9;-;-2.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;980.9;13.853;-4.8;-;-1.6;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;981.4;13.857;-4.5;-;-1.3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;981.9;13.86;-5;-;-1.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;982.4;13.863;-5.2;-;-1.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;982.9;13.867;-5.8;-;-2.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;983.4;13.87;-5.7;-;-2.1;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;983.9;13.873;-5.8;-;-2.5;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;984.4;13.876;-6.1;-;-2.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;984.9;13.88;-6.5;-;-2.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;985.4;13.883;-6.9;-;-2.8;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;985.9;13.886;-5.7;-;-2.9;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;986.4;13.89;-4.4;-;-3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;986.9;13.893;-4.7;-;-2.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;987.4;13.896;-4.9;-;-2.7;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;987.9;13.899;-5.4;-;-2.3;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;988.4;13.903;-5.5;-;-2.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;988.9;13.906;-4.9;-;-2.4;-;166.67
Jaragua Cave;JAR7;-21.83;-56.583;989.4;13.939;-5.2;-;-2.1;-;15.15
Jaragua Cave;JAR7;-21.83;-56.583;989.9;13.973;-5.5;-;-2.1;-;14.71
Jaragua Cave;JAR7;-21.83;-56.583;990.4;14.006;-5.9;-;-2.3;-;15.15
Jaragua Cave;JAR7;-21.83;-56.583;990.9;14.04;-6.6;-;-2.2;-;14.71
Jaragua Cave;JAR7;-21.83;-56.583;991.4;14.073;-5.4;-;-2.2;-;15.15
Jaragua Cave;JAR7;-21.83;-56.583;991.9;14.107;-5;-;-2;-;14.71
Jaragua Cave;JAR7;-21.83;-56.583;992.4;14.14;-4.8;-;-1.5;-;15.15
Jaragua Cave;JAR7;-21.83;-56.583;992.9;14.144;-5.8;-;-1.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;993.4;14.148;-6.9;-;-1.8;-;125
Jaragua Cave;JAR7;-21.83;-56.583;993.9;14.152;-5.6;-;-2.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;994.4;14.156;-4.8;-;-2.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;994.9;14.161;-4.6;-;-2.8;-;100
Jaragua Cave;JAR7;-21.83;-56.583;995.4;14.165;-5.2;-;-3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;995.9;14.169;-5.5;-;-2.8;-;125
Jaragua Cave;JAR7;-21.83;-56.583;996.4;14.173;-6.1;-;-2.3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;996.9;14.177;-5.6;-;-2.3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;997.4;14.181;-5.6;-;-2.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;997.9;14.185;-5.6;-;-2.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;998.4;14.189;-6.1;-;-2.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;998.9;14.194;-5.6;-;-2.8;-;100
Jaragua Cave;JAR7;-21.83;-56.583;999.4;14.198;-5.6;-;-2.2;-;125
Jaragua Cave;JAR7;-21.83;-56.583;999.9;14.202;-5.5;-;-1.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1000.4;14.206;-5.8;-;-1.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1000.9;14.21;-5.9;-;-1.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1001.4;14.214;-5.6;-;-1.8;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1001.9;14.218;-5.5;-;-1.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1002.4;14.222;-5.8;-;-2.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1002.9;14.226;-6.1;-;-2.3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1003.4;14.231;-4.5;-;-1.1;-;100
Jaragua Cave;JAR7;-21.83;-56.583;1003.9;14.235;-4.6;-;-1.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1004.4;14.239;-4.7;-;-2.1;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1004.9;14.243;-4.5;-;-1.3;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1005.4;14.247;-4.5;-;-2.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1005.9;14.251;-4.7;-;-2.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1006.4;14.255;-5.2;-;-2.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1006.9;14.259;-5.6;-;-2.4;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1007.4;14.264;-6.1;-;-2.5;-;100
Jaragua Cave;JAR7;-21.83;-56.583;1007.9;14.268;-5.9;-;-2.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1008.4;14.272;-5.2;-;-2.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1008.9;14.276;-5.3;-;-2.5;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1009.4;14.28;-5.7;-;-2.6;-;125
Jaragua Cave;JAR7;-21.83;-56.583;1009.9;14.286;-5.6;-;-2.3;-;83.33
Jaragua Cave;JAR7;-21.83;-56.583;1010.4;14.293;-4.9;-;-2.3;-;71.43
Jaragua Cave;JAR7;-21.83;-56.583;1010.9;14.299;-4.4;-;-2.2;-;83.33
Jaragua Cave;JAR7;-21.83;-56.583;1011.4;14.305;-4.5;-;-2.1;-;83.33
Jaragua Cave;JAR7;-21.83;-56.583;1011.9;14.311;-4.8;-;-1.7;-;83.33
Jaragua Cave;JAR7;-21.83;-56.583;1012.4;14.318;-4.7;-;-1;-;71.43
Jaragua Cave;JAR7;-21.83;-56.583;1012.9;14.324;-5;-;-2.1;-;83.33
Jaragua Cave;JAR7;-21.83;-56.583;1013.4;14.33;-4.3;-;-1.1;-;83.33
Jaragua Cave;JAR7;-21.83;-56.583;1013.9;14.351;-4.5;-;0.1;-;23.81
