caves;stalagmite;latitude;longitude;depth;age;O18;O18_error;C13;C13_error;
Jaragua Cave;JAR7;-21.83;-56.583;348;8.744;-4.8;-;-9.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;348.8;8.751;-4.5;-;-8.6;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;349.6;8.758;-4.5;-;-8.3;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;350.4;8.765;-3.6;-;-6;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;351.2;8.772;-3.2;-;-5.3;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;352;8.779;-3.6;-;-7.5;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;352.8;8.786;-3.9;-;-7.8;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;353.6;8.792;-4.9;-;-9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;354.4;8.799;-4.5;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;355.2;8.806;-4.7;-;-9.1;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;356;8.813;-4.1;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;356.8;8.82;-4.2;-;-9.1;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;357.6;8.827;-4;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;358.4;8.834;-4.3;-;-9.3;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;359.2;8.84;-4.1;-;-8.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;360;8.847;-3.8;-;-8.5;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;360.8;8.854;-4.1;-;-8.4;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;361.6;8.861;-4.1;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;362.4;8.868;-3.4;-;-7.9;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;363.2;8.875;-3.4;-;-8.8;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;364;8.882;-3.7;-;-9.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;364.8;8.888;-5;-;-9.6;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;365.6;8.895;-5.6;-;-9.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;366.4;8.902;-4.9;-;-8.8;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;367.2;8.909;-5.1;-;-9.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;368;8.916;-5.3;-;-9.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;368.8;8.923;-4.5;-;-9;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;369.6;8.93;-4.7;-;-9.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;370.4;8.936;-4.5;-;-8.6;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;371.2;8.943;-5.5;-;-9.4;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;372;8.95;-5.2;-;-9;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;372.8;8.957;-5.3;-;-9.3;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;373.6;8.964;-4.4;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;374.4;8.971;-4.3;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;375.2;8.978;-4.6;-;-9.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;376;8.984;-3.8;-;-8.5;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;376.8;8.991;-4;-;-8;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;377.6;8.998;-4.4;-;-8.5;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;378.4;9.005;-4.7;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;379.2;9.012;-5.5;-;-9.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;380;9.019;-5;-;-9.5;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;380.8;9.025;-4.3;-;-8.9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;381.6;9.032;-3.1;-;-7.9;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;382.4;9.039;-3.8;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;383.2;9.046;-3.8;-;-8.7;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;384;9.053;-3.5;-;-8.1;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;384.8;9.06;-3.5;-;-8;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;385.6;9.067;-4.3;-;-9.1;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;386.4;9.073;-5.3;-;-9.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;387.2;9.08;-5.1;-;-8.8;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;388;9.087;-5;-;-8.6;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;388.8;9.094;-5;-;-8.9;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;389.6;9.101;-5.1;-;-9.1;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;390.4;9.108;-4.6;-;-9.3;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;391.2;9.115;-4.7;-;-9.2;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;392;9.121;-3.5;-;-8.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;392.8;9.128;-3.7;-;-8.5;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;393.6;9.135;-4.5;-;-8.3;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;394.4;9.142;-4;-;-8.3;-;114.29
Jaragua Cave;JAR7;-21.83;-56.583;395.2;9.144;-3.6;-;-8.3;-;400
Jaragua Cave;JAR7;-21.83;-56.583;396;9.146;-3.3;-;-8.1;-;400
Jaragua Cave;JAR7;-21.83;-56.583;396.8;9.148;-4;-;-9.1;-;400
Jaragua Cave;JAR7;-21.83;-56.583;397.6;9.151;-4.3;-;-8.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;398.4;9.153;-4;-;-7.9;-;400
Jaragua Cave;JAR7;-21.83;-56.583;399.2;9.155;-3.8;-;-8.2;-;400
Jaragua Cave;JAR7;-21.83;-56.583;400;9.157;-4.1;-;-7.7;-;400
Jaragua Cave;JAR7;-21.83;-56.583;400.8;9.159;-3.6;-;-7.8;-;400
Jaragua Cave;JAR7;-21.83;-56.583;401.6;9.161;-4.1;-;-7.9;-;400
Jaragua Cave;JAR7;-21.83;-56.583;402.4;9.163;-5.4;-;-9;-;400
Jaragua Cave;JAR7;-21.83;-56.583;403.2;9.165;-4;-;-7.4;-;400
Jaragua Cave;JAR7;-21.83;-56.583;404;9.168;-6;-;-8.8;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;404.8;9.17;-4.5;-;-9;-;400
Jaragua Cave;JAR7;-21.83;-56.583;405.6;9.172;-5.2;-;-8.6;-;400
Jaragua Cave;JAR7;-21.83;-56.583;406.4;9.174;-5.2;-;-8.5;-;400
Jaragua Cave;JAR7;-21.83;-56.583;407.2;9.176;-3.5;-;-7.9;-;400
Jaragua Cave;JAR7;-21.83;-56.583;408;9.178;-5.1;-;-9.4;-;400
Jaragua Cave;JAR7;-21.83;-56.583;408.8;9.18;-4.9;-;-8.4;-;400
Jaragua Cave;JAR7;-21.83;-56.583;409.6;9.182;-5.3;-;-8.6;-;400
Jaragua Cave;JAR7;-21.83;-56.583;410.4;9.185;-4.5;-;-9.7;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;411.2;9.187;-3.5;-;-8.7;-;400
Jaragua Cave;JAR7;-21.83;-56.583;412;9.189;-4.3;-;-8.8;-;400
Jaragua Cave;JAR7;-21.83;-56.583;412.8;9.191;-4.8;-;-8.7;-;400
Jaragua Cave;JAR7;-21.83;-56.583;413.6;9.193;-5.1;-;-9.4;-;400
Jaragua Cave;JAR7;-21.83;-56.583;414.4;9.195;-4;-;-8.9;-;400
Jaragua Cave;JAR7;-21.83;-56.583;415.2;9.197;-3.6;-;-8.9;-;400
Jaragua Cave;JAR7;-21.83;-56.583;416;9.199;-4.2;-;-8;-;400
Jaragua Cave;JAR7;-21.83;-56.583;416.8;9.202;-5;-;-8.3;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;417.6;9.204;-4.4;-;-7.5;-;400
Jaragua Cave;JAR7;-21.83;-56.583;418.4;9.206;-5.9;-;-9;-;400
Jaragua Cave;JAR7;-21.83;-56.583;419.2;9.208;-5.3;-;-8.8;-;400
Jaragua Cave;JAR7;-21.83;-56.583;420;9.21;-5.6;-;-9.3;-;400
Jaragua Cave;JAR7;-21.83;-56.583;420.8;9.212;-5.3;-;-8.6;-;400
Jaragua Cave;JAR7;-21.83;-56.583;421.6;9.214;-4.3;-;-8.6;-;400
Jaragua Cave;JAR7;-21.83;-56.583;422.4;9.216;-4;-;-8.2;-;400
Jaragua Cave;JAR7;-21.83;-56.583;423.2;9.219;-4;-;-7.6;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;424;9.221;-4.9;-;-8.7;-;400
Jaragua Cave;JAR7;-21.83;-56.583;424.8;9.223;-4.9;-;-8.5;-;400
Jaragua Cave;JAR7;-21.83;-56.583;425.6;9.225;-5.1;-;-8.7;-;400
Jaragua Cave;JAR7;-21.83;-56.583;426.4;9.227;-4.3;-;-7.5;-;400
Jaragua Cave;JAR7;-21.83;-56.583;427.2;9.233;-4.7;-;-9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;428;9.239;-4.1;-;-8.4;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;428.8;9.244;-4.6;-;-8.8;-;160
Jaragua Cave;JAR7;-21.83;-56.583;429.6;9.25;-5.7;-;-8.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;430.4;9.256;-5.2;-;-9.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;431.2;9.262;-3.5;-;-8.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;432;9.268;-4.5;-;-8.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;432.8;9.274;-5;-;-9.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;433.6;9.279;-5;-;-8.6;-;160
Jaragua Cave;JAR7;-21.83;-56.583;434.4;9.285;-4.7;-;-9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;435.2;9.291;-3.6;-;-8.5;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;436;9.297;-3.8;-;-8.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;436.8;9.303;-4.6;-;-8.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;437.6;9.308;-6.2;-;-9.2;-;160
Jaragua Cave;JAR7;-21.83;-56.583;438.4;9.314;-5;-;-9.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;439.2;9.32;-4.2;-;-8.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;440;9.326;-3.7;-;-8.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;440.8;9.332;-5;-;-9.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;441.6;9.337;-5.7;-;-9.1;-;160
Jaragua Cave;JAR7;-21.83;-56.583;442.4;9.343;-5.3;-;-9.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;443.2;9.349;-4.5;-;-8.9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;444;9.355;-4.7;-;-8.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;444.8;9.361;-4.4;-;-8.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;445.6;9.367;-4.9;-;-9.5;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;446.4;9.372;-4.3;-;-8.2;-;160
Jaragua Cave;JAR7;-21.83;-56.583;447.2;9.378;-4.8;-;-7.9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;448;9.384;-4.3;-;-8.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;448.8;9.39;-3.9;-;-8.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;449.6;9.396;-7.1;-;-8.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;450.4;9.401;-8;-;-9.5;-;160
Jaragua Cave;JAR7;-21.83;-56.583;451.2;9.407;-4.6;-;-7.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;452;9.413;-4.6;-;-7.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;452.8;9.419;-6.2;-;-8.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;453.6;9.425;-7.5;-;-7.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;454.4;9.431;-7.4;-;-8.4;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;455.2;9.436;-8.6;-;-9.2;-;160
Jaragua Cave;JAR7;-21.83;-56.583;456;9.442;-5.3;-;-7.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;456.8;9.448;-5.4;-;-7.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;457.6;9.454;-8.5;-;-9.5;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;458.4;9.46;-7.5;-;-9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;459.2;9.465;-4.8;-;-8.7;-;160
Jaragua Cave;JAR7;-21.83;-56.583;460;9.471;-4.5;-;-8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;460.8;9.477;-4.1;-;-7.4;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;461.6;9.483;-4.2;-;-8.6;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;462.4;9.489;-4.6;-;-7.6;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;463.2;9.495;-6.1;-;-8.4;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;464;9.5;-4.1;-;-7.3;-;160
Jaragua Cave;JAR7;-21.83;-56.583;464.8;9.506;-4.5;-;-9.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;465.6;9.512;-5;-;-8.8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;466.4;9.518;-6;-;-8.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;467.2;9.524;-4;-;-8.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;468;9.529;-3.4;-;-7.3;-;160
Jaragua Cave;JAR7;-21.83;-56.583;468.8;9.535;-4.3;-;-8.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;469.6;9.541;-4.8;-;-8.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;470.4;9.547;-4.4;-;-7.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;471.2;9.553;-5;-;-8.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;472;9.558;-6.3;-;-9;-;160
Jaragua Cave;JAR7;-21.83;-56.583;472.8;9.564;-5.1;-;-8.9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;473.6;9.57;-3.3;-;-8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;474.4;9.576;-3.9;-;-8.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;475.2;9.582;-5.5;-;-8.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;476;9.588;-4.3;-;-7.9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;476.8;9.593;-3.9;-;-6.6;-;160
Jaragua Cave;JAR7;-21.83;-56.583;477.6;9.599;-3.9;-;-6.9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;478.4;9.605;-5.6;-;-9.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;479.2;9.61;-4.9;-;-8.4;-;160
Jaragua Cave;JAR7;-21.83;-56.583;480;9.616;-3.7;-;-7.4;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;480.8;9.621;-3.7;-;-7.1;-;160
Jaragua Cave;JAR7;-21.83;-56.583;481.6;9.626;-3.7;-;-8.4;-;160
Jaragua Cave;JAR7;-21.83;-56.583;482.4;9.632;-4;-;-7.9;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;483.2;9.637;-3.7;-;-7.5;-;160
Jaragua Cave;JAR7;-21.83;-56.583;484;9.643;-3.7;-;-8.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;484.8;9.648;-4.2;-;-8.4;-;160
Jaragua Cave;JAR7;-21.83;-56.583;485.6;9.653;-3.9;-;-8.7;-;160
Jaragua Cave;JAR7;-21.83;-56.583;486.4;9.659;-4.6;-;-9.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;487.2;9.664;-3.5;-;-7.9;-;160
Jaragua Cave;JAR7;-21.83;-56.583;488;9.669;-3;-;-7.4;-;160
Jaragua Cave;JAR7;-21.83;-56.583;488.8;9.675;-4;-;-8.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;489.6;9.68;-5.6;-;-7.9;-;160
Jaragua Cave;JAR7;-21.83;-56.583;490.4;9.685;-7.1;-;-8.8;-;160
Jaragua Cave;JAR7;-21.83;-56.583;491.2;9.691;-5.6;-;-8.5;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;492;9.696;-5;-;-8.1;-;160
Jaragua Cave;JAR7;-21.83;-56.583;492.8;9.702;-5.4;-;-8.4;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;493.6;9.707;-4.7;-;-8.4;-;160
Jaragua Cave;JAR7;-21.83;-56.583;494.4;9.712;-4.6;-;-9.6;-;160
Jaragua Cave;JAR7;-21.83;-56.583;495.2;9.718;-3;-;-8.3;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;496;9.723;-3.6;-;-8.7;-;160
Jaragua Cave;JAR7;-21.83;-56.583;496.8;9.728;-4.1;-;-8.5;-;160
Jaragua Cave;JAR7;-21.83;-56.583;497.6;9.734;-4.2;-;-8.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;498.4;9.739;-5.1;-;-9.1;-;160
Jaragua Cave;JAR7;-21.83;-56.583;499.2;9.744;-3.6;-;-7.5;-;160
Jaragua Cave;JAR7;-21.83;-56.583;500;9.75;-4.1;-;-8.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;500.8;9.755;-4.1;-;-8.6;-;160
Jaragua Cave;JAR7;-21.83;-56.583;501.6;9.761;-3.1;-;-7.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;502.4;9.766;-4.3;-;-8.6;-;160
Jaragua Cave;JAR7;-21.83;-56.583;503.2;9.771;-4.1;-;-7.3;-;160
Jaragua Cave;JAR7;-21.83;-56.583;504;9.777;-5.6;-;-8.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;504.8;9.782;-6;-;-8.8;-;160
Jaragua Cave;JAR7;-21.83;-56.583;505.6;9.787;-3.9;-;-8;-;160
Jaragua Cave;JAR7;-21.83;-56.583;506.4;9.793;-3.2;-;-7.5;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;507.2;9.798;-3.7;-;-8;-;160
Jaragua Cave;JAR7;-21.83;-56.583;508;9.803;-4.1;-;-8.4;-;160
Jaragua Cave;JAR7;-21.83;-56.583;508.8;9.809;-3.7;-;-8.4;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;509.6;9.814;-3.8;-;-7.9;-;160
Jaragua Cave;JAR7;-21.83;-56.583;510.4;9.82;-4.8;-;-8.4;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;511.2;9.825;-5;-;-8.5;-;160
Jaragua Cave;JAR7;-21.83;-56.583;512;9.83;-3.5;-;-8;-;160
Jaragua Cave;JAR7;-21.83;-56.583;512.8;9.836;-3.5;-;-7.5;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;513.6;9.841;-4.6;-;-8.7;-;160
Jaragua Cave;JAR7;-21.83;-56.583;514.4;9.846;-4.6;-;-8.3;-;160
Jaragua Cave;JAR7;-21.83;-56.583;515.2;9.852;-3.2;-;-8;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;516;9.857;-3.6;-;-8;-;160
Jaragua Cave;JAR7;-21.83;-56.583;516.8;9.862;-3.6;-;-7.6;-;160
Jaragua Cave;JAR7;-21.83;-56.583;517.6;9.868;-4.2;-;-8.1;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;518.4;9.873;-4.4;-;-9;-;160
Jaragua Cave;JAR7;-21.83;-56.583;519.2;9.879;-4;-;-8.2;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;520;9.884;-4;-;-7.4;-;160
Jaragua Cave;JAR7;-21.83;-56.583;520.8;9.889;-5.5;-;-8.9;-;160
Jaragua Cave;JAR7;-21.83;-56.583;521.6;9.895;-4.4;-;-8.7;-;133.33
Jaragua Cave;JAR7;-21.83;-56.583;522.4;9.9;-5.5;-;-8.9;-;160
Jaragua Cave;JAR7;-21.83;-56.583;523.2;9.903;-5.4;-;-8.2;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;524;9.907;-3.7;-;-6.9;-;200
Jaragua Cave;JAR7;-21.83;-56.583;524.8;9.91;-5.8;-;-8.3;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;525.6;9.913;-6;-;-8.6;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;526.4;9.917;-5.2;-;-7.7;-;200
Jaragua Cave;JAR7;-21.83;-56.583;527.2;9.92;-4.7;-;-8.5;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;528;9.923;-4.4;-;-8;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;528.8;9.927;-4.2;-;-7.6;-;200
Jaragua Cave;JAR7;-21.83;-56.583;529.6;9.93;-4.5;-;-7.9;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;530.4;9.933;-4.2;-;-8.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;531.2;9.937;-3.9;-;-7.8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;532;9.94;-5.1;-;-9;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;532.8;9.943;-3.5;-;-7.3;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;533.6;9.947;-4.1;-;-8.5;-;200
Jaragua Cave;JAR7;-21.83;-56.583;534.4;9.95;-2.9;-;-7.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;535.2;9.953;-3.2;-;-7.9;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;536;9.957;-3.5;-;-8.5;-;200
Jaragua Cave;JAR7;-21.83;-56.583;536.8;9.96;-3.4;-;-8.2;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;537.6;9.963;-3.8;-;-7.9;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;538.4;9.967;-4.5;-;-8.2;-;200
Jaragua Cave;JAR7;-21.83;-56.583;539.2;9.97;-4.1;-;-7.9;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;540;9.973;-3.4;-;-8.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;540.8;9.977;-4.4;-;-8.6;-;200
Jaragua Cave;JAR7;-21.83;-56.583;541.6;9.98;-4.6;-;-8.8;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;542.4;9.983;-4.4;-;-7.7;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;543.2;9.987;-5.2;-;-8.3;-;200
Jaragua Cave;JAR7;-21.83;-56.583;544;9.99;-3.8;-;-8;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;544.8;9.993;-3.8;-;-8;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;545.6;9.997;-4.3;-;-8.4;-;200
Jaragua Cave;JAR7;-21.83;-56.583;546.4;10;-3.8;-;-7.7;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;547.2;10.003;-4;-;-7.6;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;548;10.007;-4.7;-;-7.8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;548.8;10.01;-5.7;-;-8.5;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;549.6;10.013;-5.2;-;-8.3;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;550.4;10.017;-5;-;-8.2;-;200
Jaragua Cave;JAR7;-21.83;-56.583;551.2;10.02;-5.4;-;-8.5;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;553.6;10.03;-5.1;-;-8;-;240
Jaragua Cave;JAR7;-21.83;-56.583;554.4;10.033;-3.8;-;-7.2;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;555.2;10.037;-4.2;-;-7.7;-;200
Jaragua Cave;JAR7;-21.83;-56.583;556;10.04;-5.1;-;-8;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;556.8;10.043;-5.6;-;-8.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;557.6;10.047;-5.4;-;-8.2;-;200
Jaragua Cave;JAR7;-21.83;-56.583;558.4;10.05;-4.5;-;-7.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;559.2;10.053;-3.8;-;-7.1;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;560;10.057;-4.5;-;-8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;560.8;10.06;-4;-;-7.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;561.6;10.063;-3.7;-;-7.1;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;562.4;10.067;-4.5;-;-8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;563.2;10.07;-5.1;-;-8.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;564;10.073;-3.8;-;-8.4;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;564.8;10.077;-2.7;-;-7.4;-;200
Jaragua Cave;JAR7;-21.83;-56.583;565.6;10.08;-3.5;-;-8.1;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;566.4;10.083;-3.7;-;-8.3;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;567.2;10.087;-3.6;-;-7.8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;568;10.09;-4.4;-;-8.6;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;568.8;10.093;-3.9;-;-7.9;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;569.6;10.097;-3.5;-;-7.8;-;200
Jaragua Cave;JAR7;-21.83;-56.583;570.4;10.1;-2.7;-;-7.6;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;571.2;10.103;-2.8;-;-8.3;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;572;10.107;-3.7;-;-8.2;-;200
Jaragua Cave;JAR7;-21.83;-56.583;572.8;10.11;-3.4;-;-7.6;-;266.67
Jaragua Cave;JAR7;-21.83;-56.583;573.6;10.114;-3.2;-;-7.6;-;200
Jaragua Cave;JAR7;-21.83;-56.583;574.4;10.118;-2.8;-;-7.5;-;200
Jaragua Cave;JAR7;-21.83;-56.583;575.2;10.123;-3.2;-;-8;-;160
Jaragua Cave;JAR7;-21.83;-56.583;576;10.127;-3.2;-;-7.9;-;200
Jaragua Cave;JAR7;-21.83;-56.583;576.8;10.131;-2.2;-;-6.9;-;200
Jaragua Cave;JAR7;-21.83;-56.583;577.6;10.135;-2.9;-;-7.9;-;200
Jaragua Cave;JAR7;-21.83;-56.583;578.4;10.139;-2.9;-;-8.1;-;200
Jaragua Cave;JAR7;-21.83;-56.583;579.2;10.143;-2.7;-;-7.7;-;200
