caves;stalagmite;age;temp
Jaragua Cave;JAR7;3.19;19.38
Jaragua Cave;JAR7;3.18;19.02
Jaragua Cave;JAR7;3.17;19.16
Jaragua Cave;JAR7;3.16;19.3
Jaragua Cave;JAR7;3.15;19.01
Jaragua Cave;JAR7;3.14;19
Jaragua Cave;JAR7;3.13;18.98
Jaragua Cave;JAR7;3.12;19.14
Jaragua Cave;JAR7;3.11;19.16
Jaragua Cave;JAR7;3.1;18.88
Jaragua Cave;JAR7;3.09;18.87
Jaragua Cave;JAR7;3.08;19.34
Jaragua Cave;JAR7;3.07;19.24
Jaragua Cave;JAR7;3.06;19.12
Jaragua Cave;JAR7;3.05;18.95
Jaragua Cave;JAR7;3.04;18.96
Jaragua Cave;JAR7;3.03;18.82
Jaragua Cave;JAR7;3.02;19.04
Jaragua Cave;JAR7;3.01;18.99
Jaragua Cave;JAR7;3;19.03
Jaragua Cave;JAR7;2.99;19.17
Jaragua Cave;JAR7;2.98;19.14
Jaragua Cave;JAR7;2.97;19.18
Jaragua Cave;JAR7;2.96;19.18
Jaragua Cave;JAR7;2.95;19.07
Jaragua Cave;JAR7;2.94;19.2
Jaragua Cave;JAR7;2.93;18.83
Jaragua Cave;JAR7;2.92;19.18
Jaragua Cave;JAR7;2.91;19.25
Jaragua Cave;JAR7;2.9;19.15
Jaragua Cave;JAR7;2.89;18.99
Jaragua Cave;JAR7;2.88;18.99
Jaragua Cave;JAR7;2.87;18.84
Jaragua Cave;JAR7;2.86;19.26
Jaragua Cave;JAR7;2.85;19.11
Jaragua Cave;JAR7;2.84;19.26
Jaragua Cave;JAR7;2.83;18.98
Jaragua Cave;JAR7;2.82;18.99
Jaragua Cave;JAR7;2.81;19.08
Jaragua Cave;JAR7;2.8;19.12
Jaragua Cave;JAR7;2.79;18.72
Jaragua Cave;JAR7;2.78;19.15
Jaragua Cave;JAR7;2.77;19.21
Jaragua Cave;JAR7;2.76;19.12
Jaragua Cave;JAR7;2.75;18.87
Jaragua Cave;JAR7;2.74;19.07
Jaragua Cave;JAR7;2.73;18.9
Jaragua Cave;JAR7;2.72;18.78
Jaragua Cave;JAR7;2.71;19.09
Jaragua Cave;JAR7;2.7;19.14
Jaragua Cave;JAR7;2.69;18.99
Jaragua Cave;JAR7;2.68;19.14
Jaragua Cave;JAR7;2.67;18.97
Jaragua Cave;JAR7;2.66;19.3
Jaragua Cave;JAR7;2.65;18.93
Jaragua Cave;JAR7;2.64;19.46
Jaragua Cave;JAR7;2.63;19.04
Jaragua Cave;JAR7;2.62;19.03
Jaragua Cave;JAR7;2.61;18.99
Jaragua Cave;JAR7;2.6;18.98
Jaragua Cave;JAR7;2.59;19.09
Jaragua Cave;JAR7;2.58;19.1
Jaragua Cave;JAR7;2.57;18.81
Jaragua Cave;JAR7;2.56;19.3
Jaragua Cave;JAR7;2.55;18.83
Jaragua Cave;JAR7;2.54;18.79
Jaragua Cave;JAR7;2.53;18.87
Jaragua Cave;JAR7;2.52;19.06
Jaragua Cave;JAR7;2.51;19.06
Jaragua Cave;JAR7;2.5;18.86
Jaragua Cave;JAR7;2.49;18.93
Jaragua Cave;JAR7;2.48;19.11
Jaragua Cave;JAR7;2.47;18.87
Jaragua Cave;JAR7;2.46;18.72
Jaragua Cave;JAR7;2.45;18.97
Jaragua Cave;JAR7;2.44;18.86
Jaragua Cave;JAR7;2.43;19.1
Jaragua Cave;JAR7;2.42;19.32
Jaragua Cave;JAR7;2.41;19.21
Jaragua Cave;JAR7;2.4;18.96
Jaragua Cave;JAR7;2.39;18.94
Jaragua Cave;JAR7;2.38;19.35
Jaragua Cave;JAR7;2.37;19.23
Jaragua Cave;JAR7;2.36;19.23
Jaragua Cave;JAR7;2.35;19.27
Jaragua Cave;JAR7;2.34;18.95
Jaragua Cave;JAR7;2.33;19.12
Jaragua Cave;JAR7;2.32;19.29
Jaragua Cave;JAR7;2.31;19.34
Jaragua Cave;JAR7;2.3;19.09
Jaragua Cave;JAR7;2.29;19.14
Jaragua Cave;JAR7;2.28;19.02
Jaragua Cave;JAR7;2.27;19.03
Jaragua Cave;JAR7;2.26;18.86
Jaragua Cave;JAR7;2.25;19.48
Jaragua Cave;JAR7;2.24;18.97
Jaragua Cave;JAR7;2.23;18.95
Jaragua Cave;JAR7;2.22;19.24
Jaragua Cave;JAR7;2.21;18.67
Jaragua Cave;JAR7;2.2;19.05
Jaragua Cave;JAR7;2.19;19.18
Jaragua Cave;JAR7;2.18;18.82
Jaragua Cave;JAR7;2.17;19.24
Jaragua Cave;JAR7;2.16;19.25
Jaragua Cave;JAR7;2.15;19.08
Jaragua Cave;JAR7;2.14;19.05
Jaragua Cave;JAR7;2.13;19.23
Jaragua Cave;JAR7;2.12;18.8
Jaragua Cave;JAR7;2.11;19.22
Jaragua Cave;JAR7;2.1;18.9
Jaragua Cave;JAR7;2.09;18.76
Jaragua Cave;JAR7;2.08;19.06
Jaragua Cave;JAR7;2.07;19.29
Jaragua Cave;JAR7;2.06;18.96
Jaragua Cave;JAR7;2.05;19.11
Jaragua Cave;JAR7;2.04;19.05
Jaragua Cave;JAR7;2.03;19.17
Jaragua Cave;JAR7;2.02;19.19
Jaragua Cave;JAR7;2.01;19.1
Jaragua Cave;JAR7;2;19.14
Jaragua Cave;JAR7;1.99;19.09
Jaragua Cave;JAR7;1.98;19.27
Jaragua Cave;JAR7;1.97;19.19
Jaragua Cave;JAR7;1.96;19.1
Jaragua Cave;JAR7;1.95;19.35
Jaragua Cave;JAR7;1.94;18.91
Jaragua Cave;JAR7;1.93;19.06
Jaragua Cave;JAR7;1.92;19.3
Jaragua Cave;JAR7;1.91;18.96
Jaragua Cave;JAR7;1.9;19.2
Jaragua Cave;JAR7;1.89;19.14
Jaragua Cave;JAR7;1.88;19.07
Jaragua Cave;JAR7;1.87;18.87
Jaragua Cave;JAR7;1.86;18.95
Jaragua Cave;JAR7;1.85;19.13
Jaragua Cave;JAR7;1.84;19.19
Jaragua Cave;JAR7;1.83;19.14
Jaragua Cave;JAR7;1.82;19.55
Jaragua Cave;JAR7;1.81;19.03
Jaragua Cave;JAR7;1.8;19.46
Jaragua Cave;JAR7;1.79;19.41
Jaragua Cave;JAR7;1.78;19.14
Jaragua Cave;JAR7;1.77;19.55
Jaragua Cave;JAR7;1.76;19.31
Jaragua Cave;JAR7;1.75;18.97
Jaragua Cave;JAR7;1.74;19.28
Jaragua Cave;JAR7;1.73;19.17
Jaragua Cave;JAR7;1.72;18.98
Jaragua Cave;JAR7;1.71;19.23
Jaragua Cave;JAR7;1.7;19.14
Jaragua Cave;JAR7;1.69;19.17
Jaragua Cave;JAR7;1.68;19.24
Jaragua Cave;JAR7;1.67;19.09
Jaragua Cave;JAR7;1.66;19.25
Jaragua Cave;JAR7;1.65;19.14
Jaragua Cave;JAR7;1.64;18.94
Jaragua Cave;JAR7;1.63;19.18
Jaragua Cave;JAR7;1.62;19.16
Jaragua Cave;JAR7;1.61;19.18
Jaragua Cave;JAR7;1.6;19
Jaragua Cave;JAR7;1.59;19.08
Jaragua Cave;JAR7;1.58;18.84
Jaragua Cave;JAR7;1.57;18.89
Jaragua Cave;JAR7;1.56;19.42
Jaragua Cave;JAR7;1.55;18.84
Jaragua Cave;JAR7;1.54;19.1
Jaragua Cave;JAR7;1.53;19.14
Jaragua Cave;JAR7;1.52;19.15
Jaragua Cave;JAR7;1.51;18.8
Jaragua Cave;JAR7;1.5;18.97
Jaragua Cave;JAR7;1.49;18.67
Jaragua Cave;JAR7;1.48;19.25
Jaragua Cave;JAR7;1.47;19.2
Jaragua Cave;JAR7;1.46;18.99
Jaragua Cave;JAR7;1.45;19
Jaragua Cave;JAR7;1.44;19.45
Jaragua Cave;JAR7;1.43;19.14
Jaragua Cave;JAR7;1.42;19.09
Jaragua Cave;JAR7;1.41;19.21
Jaragua Cave;JAR7;1.4;18.81
Jaragua Cave;JAR7;1.39;19.21
Jaragua Cave;JAR7;1.38;18.82
Jaragua Cave;JAR7;1.37;19.3
Jaragua Cave;JAR7;1.36;18.87
Jaragua Cave;JAR7;1.35;19.31
Jaragua Cave;JAR7;1.34;19.14
Jaragua Cave;JAR7;1.33;19.21
Jaragua Cave;JAR7;1.32;18.8
Jaragua Cave;JAR7;1.31;19.11
Jaragua Cave;JAR7;1.3;18.99
Jaragua Cave;JAR7;1.29;19.01
Jaragua Cave;JAR7;1.28;19.05
Jaragua Cave;JAR7;1.27;19.37
Jaragua Cave;JAR7;1.26;19.1
Jaragua Cave;JAR7;1.25;18.84
Jaragua Cave;JAR7;1.24;19.01
Jaragua Cave;JAR7;1.23;19.25
Jaragua Cave;JAR7;1.22;19.01
Jaragua Cave;JAR7;1.21;19.3
Jaragua Cave;JAR7;1.2;19.03
Jaragua Cave;JAR7;1.19;18.87
Jaragua Cave;JAR7;1.18;18.96
Jaragua Cave;JAR7;1.17;19.35
Jaragua Cave;JAR7;1.16;19.3
Jaragua Cave;JAR7;1.15;19.35
Jaragua Cave;JAR7;1.14;19.39
Jaragua Cave;JAR7;1.13;19.12
Jaragua Cave;JAR7;1.12;19.09
Jaragua Cave;JAR7;1.11;19.2
Jaragua Cave;JAR7;1.1;19.03
Jaragua Cave;JAR7;1.09;19.06
Jaragua Cave;JAR7;1.08;19.03
Jaragua Cave;JAR7;1.07;19.3
Jaragua Cave;JAR7;1.06;19.36
Jaragua Cave;JAR7;1.05;19.25
Jaragua Cave;JAR7;1.04;19
Jaragua Cave;JAR7;1.03;18.84
Jaragua Cave;JAR7;1.02;18.78
Jaragua Cave;JAR7;1.01;19.23
Jaragua Cave;JAR7;1;18.91
Jaragua Cave;JAR7;0.99;18.86
Jaragua Cave;JAR7;0.98;19.23
Jaragua Cave;JAR7;0.97;19.05
Jaragua Cave;JAR7;0.96;18.98
Jaragua Cave;JAR7;0.95;19.17
Jaragua Cave;JAR7;0.94;19.22
Jaragua Cave;JAR7;0.93;19.22
Jaragua Cave;JAR7;0.92;19.45
Jaragua Cave;JAR7;0.91;19.23
Jaragua Cave;JAR7;0.9;18.96
Jaragua Cave;JAR7;0.89;19.36
Jaragua Cave;JAR7;0.88;18.96
Jaragua Cave;JAR7;0.87;19
Jaragua Cave;JAR7;0.86;19.27
Jaragua Cave;JAR7;0.85;19.32
Jaragua Cave;JAR7;0.84;18.86
Jaragua Cave;JAR7;0.83;19.27
Jaragua Cave;JAR7;0.82;19.24
Jaragua Cave;JAR7;0.81;19.45
Jaragua Cave;JAR7;0.8;19.08
Jaragua Cave;JAR7;0.79;19.55
Jaragua Cave;JAR7;0.78;19.33
Jaragua Cave;JAR7;0.77;19.26
Jaragua Cave;JAR7;0.76;19.02
Jaragua Cave;JAR7;0.75;19.29
Jaragua Cave;JAR7;0.74;19.12
Jaragua Cave;JAR7;0.73;19.35
Jaragua Cave;JAR7;0.72;19.04
Jaragua Cave;JAR7;0.71;18.97
Jaragua Cave;JAR7;0.7;19
Jaragua Cave;JAR7;0.69;18.86
Jaragua Cave;JAR7;0.68;19.21
Jaragua Cave;JAR7;0.67;19.08
Jaragua Cave;JAR7;0.66;18.9
Jaragua Cave;JAR7;0.65;19.28
Jaragua Cave;JAR7;0.64;19.12
Jaragua Cave;JAR7;0.63;19.23
Jaragua Cave;JAR7;0.62;19.53
Jaragua Cave;JAR7;0.61;19.03
Jaragua Cave;JAR7;0.6;19.22
Jaragua Cave;JAR7;0.59;19.42
Jaragua Cave;JAR7;0.58;19.39
Jaragua Cave;JAR7;0.57;19.06
Jaragua Cave;JAR7;0.56;19.18
Jaragua Cave;JAR7;0.55;19.41
Jaragua Cave;JAR7;0.54;18.98
Jaragua Cave;JAR7;0.53;19.58
Jaragua Cave;JAR7;0.52;19.15
Jaragua Cave;JAR7;0.51;19.11
Jaragua Cave;JAR7;0.5;19
Jaragua Cave;JAR7;0.49;19.15
Jaragua Cave;JAR7;0.48;19.46
Jaragua Cave;JAR7;0.47;19.01
Jaragua Cave;JAR7;0.46;19.07
Jaragua Cave;JAR7;0.45;19.78
Jaragua Cave;JAR7;0.44;19.4
Jaragua Cave;JAR7;0.43;18.84
Jaragua Cave;JAR7;0.42;19.17
Jaragua Cave;JAR7;0.41;18.85
Jaragua Cave;JAR7;0.4;19
Jaragua Cave;JAR7;0.39;18.83
Jaragua Cave;JAR7;0.38;19.35
Jaragua Cave;JAR7;0.37;18.91
Jaragua Cave;JAR7;0.36;18.96
Jaragua Cave;JAR7;0.35;18.72
Jaragua Cave;JAR7;0.34;19.01
Jaragua Cave;JAR7;0.33;18.91
Jaragua Cave;JAR7;0.32;19.2
Jaragua Cave;JAR7;0.31;18.78
Jaragua Cave;JAR7;0.3;18.91
Jaragua Cave;JAR7;0.29;19.2
Jaragua Cave;JAR7;0.28;18.93
Jaragua Cave;JAR7;0.27;18.69
Jaragua Cave;JAR7;0.26;18.81
Jaragua Cave;JAR7;0.25;19.12
Jaragua Cave;JAR7;0.24;18.82
Jaragua Cave;JAR7;0.23;19.13
Jaragua Cave;JAR7;0.22;18.77
Jaragua Cave;JAR7;0.21;18.95
Jaragua Cave;JAR7;0.2;18.78
Jaragua Cave;JAR7;0.19;18.81
Jaragua Cave;JAR7;0.18;18.95
Jaragua Cave;JAR7;0.17;19.31
Jaragua Cave;JAR7;0.16;19.25
Jaragua Cave;JAR7;0.15;19.15
Jaragua Cave;JAR7;0.14;18.99
Jaragua Cave;JAR7;0.13;19.25
Jaragua Cave;JAR7;0.12;19.34
Jaragua Cave;JAR7;0.11;18.99
Jaragua Cave;JAR7;0.1;19.04
Jaragua Cave;JAR7;0.09;19.24
Jaragua Cave;JAR7;0.08;19.39
Jaragua Cave;JAR7;0.07;19.14
Jaragua Cave;JAR7;0.06;19.48
Jaragua Cave;JAR7;0.05;19.33
Jaragua Cave;JAR7;0.04;19.33
Jaragua Cave;JAR7;0.03;19.29
Jaragua Cave;JAR7;0.02;19.73
Jaragua Cave;JAR7;0.01;20.16
Paixao Cave;PX7;22.04;19.66
Paixao Cave;PX7;22.03;19.81
Paixao Cave;PX7;22.02;19.65
Paixao Cave;PX7;22.01;19.71
Paixao Cave;PX7;22;19.63
Paixao Cave;PX7;21.99;19.74
Paixao Cave;PX7;21.98;19.47
Paixao Cave;PX7;21.97;19.62
Paixao Cave;PX7;21.96;19.59
Paixao Cave;PX7;21.95;19.67
Paixao Cave;PX7;21.94;19.82
Paixao Cave;PX7;21.93;19.78
Paixao Cave;PX7;21.92;19.77
Paixao Cave;PX7;21.91;19.51
Paixao Cave;PX7;21.9;19.84
Paixao Cave;PX7;21.89;19.66
Paixao Cave;PX7;21.88;19.65
Paixao Cave;PX7;21.87;19.64
Paixao Cave;PX7;21.86;19.74
Paixao Cave;PX7;21.85;19.64
Paixao Cave;PX7;21.84;19.54
Paixao Cave;PX7;21.83;19.76
Paixao Cave;PX7;21.82;19.68
Paixao Cave;PX7;21.81;19.88
Paixao Cave;PX7;21.8;19.43
Paixao Cave;PX7;21.79;19.68
Paixao Cave;PX7;21.78;19.87
Paixao Cave;PX7;21.77;19.58
Paixao Cave;PX7;21.76;19.77
Paixao Cave;PX7;21.75;19.74
Paixao Cave;PX7;21.74;20.02
Paixao Cave;PX7;21.73;19.95
Paixao Cave;PX7;21.72;19.47
Paixao Cave;PX7;21.71;19.6
Paixao Cave;PX7;21.7;19.68
Paixao Cave;PX7;21.69;19.62
Paixao Cave;PX7;21.68;19.81
Paixao Cave;PX7;21.67;19.56
Paixao Cave;PX7;21.66;19.81
Paixao Cave;PX7;21.65;19.75
Paixao Cave;PX7;21.64;19.62
Paixao Cave;PX7;21.63;19.87
Paixao Cave;PX7;21.62;19.83
Paixao Cave;PX7;21.61;19.79
Paixao Cave;PX7;21.6;19.67
Paixao Cave;PX7;21.59;19.55
Paixao Cave;PX7;21.58;19.55
Paixao Cave;PX7;21.57;19.83
Paixao Cave;PX7;21.56;19.5
Paixao Cave;PX7;21.55;19.71
Paixao Cave;PX7;21.54;19.55
Paixao Cave;PX7;21.53;19.68
Paixao Cave;PX7;21.52;19.84
Paixao Cave;PX7;21.51;19.85
Paixao Cave;PX7;21.5;19.63
Paixao Cave;PX7;21.49;19.58
Paixao Cave;PX7;21.48;19.55
Paixao Cave;PX7;21.47;19.59
Paixao Cave;PX7;21.46;19.94
Paixao Cave;PX7;21.45;19.53
Paixao Cave;PX7;21.44;19.7
Paixao Cave;PX7;21.43;19.64
Paixao Cave;PX7;21.42;19.76
Paixao Cave;PX7;21.41;19.85
Paixao Cave;PX7;21.4;19.64
Paixao Cave;PX7;21.39;19.76
Paixao Cave;PX7;21.38;19.55
Paixao Cave;PX7;21.37;19.81
Paixao Cave;PX7;21.36;19.55
Paixao Cave;PX7;21.35;19.61
Paixao Cave;PX7;21.34;19.75
Paixao Cave;PX7;21.33;19.81
Paixao Cave;PX7;21.32;19.53
Paixao Cave;PX7;21.31;19.75
Paixao Cave;PX7;21.3;19.72
Paixao Cave;PX7;21.29;19.48
Paixao Cave;PX7;21.28;19.67
Paixao Cave;PX7;21.27;19.37
Paixao Cave;PX7;21.26;19.58
Paixao Cave;PX7;21.25;19.82
Paixao Cave;PX7;21.24;19.85
Paixao Cave;PX7;21.23;19.66
Paixao Cave;PX7;21.22;19.79
Paixao Cave;PX7;21.21;19.62
Paixao Cave;PX7;21.2;19.77
Paixao Cave;PX7;21.19;19.58
Paixao Cave;PX7;21.18;19.6
Paixao Cave;PX7;21.17;19.75
Paixao Cave;PX7;21.16;19.77
Paixao Cave;PX7;21.15;20.11
Paixao Cave;PX7;21.14;19.48
Paixao Cave;PX7;21.13;19.71
Paixao Cave;PX7;21.12;19.68
Paixao Cave;PX7;21.11;19.86
Paixao Cave;PX7;21.1;19.91
Paixao Cave;PX7;21.09;19.55
Paixao Cave;PX7;21.08;19.62
Paixao Cave;PX7;21.07;19.7
Paixao Cave;PX7;21.06;19.73
Paixao Cave;PX7;21.05;19.72
Paixao Cave;PX7;21.04;19.64
Paixao Cave;PX7;21.03;19.71
Paixao Cave;PX7;21.02;19.45
Paixao Cave;PX7;21.01;19.57
Paixao Cave;PX7;21;19.64
Paixao Cave;PX7;20.99;19.56
Paixao Cave;PX7;20.98;19.8
Paixao Cave;PX7;20.97;19.77
Paixao Cave;PX7;20.96;19.72
Paixao Cave;PX7;20.95;19.63
Paixao Cave;PX7;20.94;19.55
Paixao Cave;PX7;20.93;19.6
Paixao Cave;PX7;20.92;19.59
Paixao Cave;PX7;20.91;19.8
Paixao Cave;PX7;20.9;19.85
Paixao Cave;PX7;20.89;19.42
Paixao Cave;PX7;20.88;19.48
Paixao Cave;PX7;20.87;19.69
Paixao Cave;PX7;20.86;19.71
Paixao Cave;PX7;20.85;19.51
Paixao Cave;PX7;20.84;19.62
Paixao Cave;PX7;20.83;19.33
Paixao Cave;PX7;20.82;19.5
Paixao Cave;PX7;20.81;19.52
Paixao Cave;PX7;20.8;19.66
Paixao Cave;PX7;20.79;19.67
Paixao Cave;PX7;20.78;19.64
Paixao Cave;PX7;20.77;19.66
Paixao Cave;PX7;20.76;19.74
Paixao Cave;PX7;20.75;19.62
Paixao Cave;PX7;20.74;19.9
Paixao Cave;PX7;20.73;19.77
Paixao Cave;PX7;20.72;19.7
Paixao Cave;PX7;20.71;19.64
Paixao Cave;PX7;20.7;19.55
Paixao Cave;PX7;20.69;19.73
Paixao Cave;PX7;20.68;19.45
Paixao Cave;PX7;20.67;19.59
Paixao Cave;PX7;20.66;19.48
Paixao Cave;PX7;20.65;19.58
Paixao Cave;PX7;20.64;19.58
Paixao Cave;PX7;20.63;19.55
Paixao Cave;PX7;20.62;19.62
Paixao Cave;PX7;20.61;19.7
Paixao Cave;PX7;20.6;19.56
Paixao Cave;PX7;20.59;19.85
Paixao Cave;PX7;20.58;19.85
Paixao Cave;PX7;20.57;19.59
Paixao Cave;PX7;20.56;19.46
Paixao Cave;PX7;20.55;19.74
Paixao Cave;PX7;20.54;19.73
Paixao Cave;PX7;20.53;19.63
Paixao Cave;PX7;20.52;19.37
Paixao Cave;PX7;20.51;19.55
Paixao Cave;PX7;20.5;19.65
Paixao Cave;PX7;20.49;19.71
Paixao Cave;PX7;20.48;19.72
Paixao Cave;PX7;20.47;19.6
Paixao Cave;PX7;20.46;19.38
Paixao Cave;PX7;20.45;19.65
Paixao Cave;PX7;20.44;19.49
Paixao Cave;PX7;20.43;19.47
Paixao Cave;PX7;20.42;19.6
Paixao Cave;PX7;20.41;19.37
Paixao Cave;PX7;20.4;19.4
Paixao Cave;PX7;20.39;19.64
Paixao Cave;PX7;20.38;19.61
Paixao Cave;PX7;20.37;19.77
Paixao Cave;PX7;20.36;19.84
Paixao Cave;PX7;20.35;19.55
Paixao Cave;PX7;20.34;19.86
Paixao Cave;PX7;20.33;19.43
Paixao Cave;PX7;20.32;19.54
Paixao Cave;PX7;20.31;19.51
Paixao Cave;PX7;20.3;19.61
Paixao Cave;PX7;20.29;19.68
Paixao Cave;PX7;20.28;19.55
Paixao Cave;PX7;20.27;19.43
Paixao Cave;PX7;20.26;19.46
Paixao Cave;PX7;20.25;19.96
Paixao Cave;PX7;20.24;19.52
Paixao Cave;PX7;20.23;19.53
Paixao Cave;PX7;20.22;19.55
Paixao Cave;PX7;20.21;19.56
Paixao Cave;PX7;20.2;19.64
Paixao Cave;PX7;20.19;19.5
Paixao Cave;PX7;20.18;19.77
Paixao Cave;PX7;20.17;19.54
Paixao Cave;PX7;20.16;19.44
Paixao Cave;PX7;20.15;19.79
Paixao Cave;PX7;20.14;19.76
Paixao Cave;PX7;20.13;19.85
Paixao Cave;PX7;20.12;19.49
Paixao Cave;PX7;20.11;19.84
Paixao Cave;PX7;20.1;19.66
Paixao Cave;PX7;20.09;19.54
Paixao Cave;PX7;20.08;19.38
Paixao Cave;PX7;20.07;19.58
Paixao Cave;PX7;20.06;19.74
Paixao Cave;PX7;20.05;19.63
Paixao Cave;PX7;20.04;19.64
Paixao Cave;PX7;20.03;19.62
Paixao Cave;PX7;20.02;19.51
Paixao Cave;PX7;20.01;19.54
Paixao Cave;PX7;20;19.59
Paixao Cave;PX7;19.99;19.47
Paixao Cave;PX7;19.98;19.76
Paixao Cave;PX7;19.97;19.63
Paixao Cave;PX7;19.96;20.03
Paixao Cave;PX7;19.95;19.58
Paixao Cave;PX7;19.94;19.44
Paixao Cave;PX7;19.93;19.47
Paixao Cave;PX7;19.92;19.73
Paixao Cave;PX7;19.91;19.55
Paixao Cave;PX7;19.9;19.68
Paixao Cave;PX7;19.89;19.42
Paixao Cave;PX7;19.88;19.53
Paixao Cave;PX7;19.87;19.79
Paixao Cave;PX7;19.86;19.51
Paixao Cave;PX7;19.85;19.59
Paixao Cave;PX7;19.84;19.42
Paixao Cave;PX7;19.83;19.61
Paixao Cave;PX7;19.82;19.74
Paixao Cave;PX7;19.81;19.6
Paixao Cave;PX7;19.8;19.44
Paixao Cave;PX7;19.79;19.57
Paixao Cave;PX7;19.78;19.77
Paixao Cave;PX7;19.77;19.54
Paixao Cave;PX7;19.76;19.56
Paixao Cave;PX7;19.75;19.47
Paixao Cave;PX7;19.74;19.61
Paixao Cave;PX7;19.73;19.61
Paixao Cave;PX7;19.72;19.48
Paixao Cave;PX7;19.71;19.83
Paixao Cave;PX7;19.7;19.63
Paixao Cave;PX7;19.69;19.67
Paixao Cave;PX7;19.68;19.31
Paixao Cave;PX7;19.67;19.58
Paixao Cave;PX7;19.66;19.41
Paixao Cave;PX7;19.65;19.86
Paixao Cave;PX7;19.64;19.52
Paixao Cave;PX7;19.63;19.45
Paixao Cave;PX7;19.62;19.45
Paixao Cave;PX7;19.61;19.55
Paixao Cave;PX7;19.6;19.5
Paixao Cave;PX7;19.59;19.61
Paixao Cave;PX7;19.58;19.45
Paixao Cave;PX7;19.57;19.59
Paixao Cave;PX7;19.56;19.36
Paixao Cave;PX7;19.55;19.57
Paixao Cave;PX7;19.54;19.72
Paixao Cave;PX7;19.53;19.72
Paixao Cave;PX7;19.52;19.5
Paixao Cave;PX7;19.51;19.53
Paixao Cave;PX7;19.5;19.51
Paixao Cave;PX7;19.49;19.6
Paixao Cave;PX7;19.48;19.55
Paixao Cave;PX7;19.47;19.39
Paixao Cave;PX7;19.46;19.53
Paixao Cave;PX7;19.45;19.58
Paixao Cave;PX7;19.44;19.64
Paixao Cave;PX7;19.43;19.53
Paixao Cave;PX7;19.42;19.47
Paixao Cave;PX7;19.41;19.42
Paixao Cave;PX7;19.4;19.53
Paixao Cave;PX7;19.39;19.51
Paixao Cave;PX7;19.38;19.5
Paixao Cave;PX7;19.37;19.66
Paixao Cave;PX7;19.36;19.61
Paixao Cave;PX7;19.35;19.56
Paixao Cave;PX7;19.34;19.54
Paixao Cave;PX7;19.33;19.54
Paixao Cave;PX7;19.32;19.65
Paixao Cave;PX7;19.31;19.66
Paixao Cave;PX7;19.3;19.58
Paixao Cave;PX7;19.29;19.54
Paixao Cave;PX7;19.28;19.72
Paixao Cave;PX7;19.27;19.46
Paixao Cave;PX7;19.26;19.56
Paixao Cave;PX7;19.25;19.52
Paixao Cave;PX7;19.24;19.83
Paixao Cave;PX7;19.23;19.63
Paixao Cave;PX7;19.22;20.05
Paixao Cave;PX7;19.21;19.58
Paixao Cave;PX7;19.2;19.41
Paixao Cave;PX7;19.19;19.39
Paixao Cave;PX7;19.18;19.66
Paixao Cave;PX7;19.17;19.54
Paixao Cave;PX7;19.16;19.73
Paixao Cave;PX7;19.15;19.63
Paixao Cave;PX7;19.14;19.41
Paixao Cave;PX7;19.13;19.71
Paixao Cave;PX7;19.12;19.36
Paixao Cave;PX7;19.11;19.55
Paixao Cave;PX7;19.1;19.67
Paixao Cave;PX7;19.09;19.48
Paixao Cave;PX7;19.08;19.43
Paixao Cave;PX7;19.07;19.66
Paixao Cave;PX7;19.06;19.55
Paixao Cave;PX7;19.05;19.42
Paixao Cave;PX7;19.04;19.42
Paixao Cave;PX7;19.03;19.57
Paixao Cave;PX7;19.02;19.83
Paixao Cave;PX7;19.01;19.4
Paixao Cave;PX7;19;19.45
Paixao Cave;PX7;18.99;19.3
Paixao Cave;PX7;18.98;19.39
Paixao Cave;PX7;18.97;19.46
Paixao Cave;PX7;18.96;19.56
Paixao Cave;PX7;18.95;19.31
Paixao Cave;PX7;18.94;19.44
Paixao Cave;PX7;18.93;19.46
Paixao Cave;PX7;18.92;19.33
Paixao Cave;PX7;18.91;19.67
Paixao Cave;PX7;18.9;19.67
Paixao Cave;PX7;18.89;19.78
Paixao Cave;PX7;18.88;19.56
Paixao Cave;PX7;18.87;19.59
Paixao Cave;PX7;18.86;19.28
Paixao Cave;PX7;18.85;19.47
Paixao Cave;PX7;18.84;19.51
Paixao Cave;PX7;18.83;19.43
Paixao Cave;PX7;18.82;19.61
Paixao Cave;PX7;18.81;19.44
Paixao Cave;PX7;18.8;19.66
Paixao Cave;PX7;18.79;19.45
Paixao Cave;PX7;18.78;19.53
Paixao Cave;PX7;18.77;19.48
Paixao Cave;PX7;18.76;19.49
Paixao Cave;PX7;18.75;19.64
Paixao Cave;PX7;18.74;19.57
Paixao Cave;PX7;18.73;19.63
Paixao Cave;PX7;18.72;19.47
Paixao Cave;PX7;18.71;19.58
Paixao Cave;PX7;18.7;19.71
Paixao Cave;PX7;18.69;19.68
Paixao Cave;PX7;18.68;19.4
Paixao Cave;PX7;18.67;19.53
Paixao Cave;PX7;18.66;19.76
Paixao Cave;PX7;18.65;19.46
Paixao Cave;PX7;18.64;19.28
Paixao Cave;PX7;18.63;19.44
Paixao Cave;PX7;18.62;19.6
Paixao Cave;PX7;18.61;19.75
Paixao Cave;PX7;18.6;19.98
Paixao Cave;PX7;18.59;19.7
Paixao Cave;PX7;18.58;19.43
Paixao Cave;PX7;18.57;19.62
Paixao Cave;PX7;18.56;19.44
